CustomerID,InvoiceNo,Number of products
12686.0,536852,7
12688.0,563613,171
12689.0,562275,34
12689.0,576087,38
12690.0,553566,16
12691.0,539435,5
12691.0,541981,9
12691.0,542132,1
12691.0,560272,6
12691.0,570823,9
12691.0,575916,2
12693.0,541962,9
12693.0,547071,11
12693.0,552871,12
12693.0,562435,7
12693.0,C547594,1
12693.0,C562943,1
12694.0,556258,20
12694.0,569122,17
12695.0,553143,6
12695.0,564314,13
12695.0,569531,5
12695.0,580285,3
12697.0,557939,19
12697.0,561890,10
12697.0,575736,12
12697.0,C563586,1
12697.0,C577363,1
12700.0,552315,62
12700.0,559134,60
12700.0,569568,89
12700.0,580160,57
12700.0,C552317,1
12700.0,C580161,1
12701.0,549680,21
12701.0,567578,32
12702.0,577406,12
12703.0,569001,21
12703.0,C569973,1
12704.0,557803,13
12704.0,562274,17
12704.0,564558,20
12704.0,567938,15
12704.0,574442,10
12704.0,577067,4
12704.0,577069,4
12704.0,580281,5
12704.0,C574447,1
12704.0,C577070,1
12705.0,539446,30
12705.0,549316,63
12705.0,554104,53
12705.0,558881,60
12705.0,568056,38
12705.0,573289,42
12705.0,578024,36
12705.0,578425,1
12705.0,578509,11
12705.0,C551018,9
12705.0,C556957,1
12705.0,C560474,1
12705.0,C567187,1
12705.0,C569485,2
12707.0,544470,33
12708.0,537250,14
12708.0,541122,19
12708.0,545709,18
12708.0,550946,12
12708.0,554137,19
12708.0,556509,16
12708.0,564749,21
12708.0,568674,20
12708.0,574869,16
12708.0,575498,2
12708.0,C546320,2
12708.0,C551588,3
12708.0,C555273,4
12708.0,C557405,4
12708.0,C565227,1
12708.0,C570283,3
12709.0,537673,7
12709.0,539401,7
12709.0,542106,10
12709.0,545295,14
12709.0,548320,7
12709.0,550002,2
12709.0,552211,9
12709.0,555282,42
12709.0,560038,13
12709.0,561468,9
12709.0,565440,19
12709.0,568987,23
12709.0,570792,17
12709.0,573136,10
12709.0,578626,18
12709.0,C542346,8
12709.0,C543469,9
12709.0,C552406,4
12709.0,C558727,6
12709.0,C561703,5
12709.0,C563107,4
12709.0,C565597,4
12709.0,C567147,3
12709.0,C571066,4
12709.0,C573187,1
12709.0,C580989,1
12710.0,554106,44
12710.0,558717,4
12710.0,565416,29
12710.0,C555346,2
12712.0,536983,9
12712.0,537995,11
12712.0,540900,11
12712.0,542782,11
12712.0,545706,9
12712.0,546759,11
12712.0,552656,16
12712.0,554324,4
12712.0,556443,9
12712.0,560202,13
12712.0,564367,10
12712.0,572241,10
12712.0,575732,9
12712.0,C537814,1
12712.0,C543175,4
12712.0,C546507,3
12712.0,C576903,1
12713.0,581578,38
12714.0,544355,53
12714.0,553411,45
12714.0,556529,24
12714.0,564372,69
12714.0,579792,68
12715.0,564539,20
12716.0,561795,45
12716.0,580736,24
12717.0,549325,31
12717.0,559680,24
12717.0,C559681,1
12718.0,568988,19
12719.0,569686,18
12719.0,580509,21
12719.0,C570515,3
12720.0,537212,30
12720.0,539408,15
12720.0,542626,19
12720.0,543492,13
12720.0,547379,29
12720.0,549614,21
12720.0,551728,8
12720.0,551729,1
12720.0,554794,15
12720.0,555093,4
12720.0,557850,16
12720.0,559797,20
12720.0,559798,6
12720.0,562137,13
12720.0,562568,6
12720.0,565759,21
12720.0,565760,1
12720.0,567512,9
12720.0,569562,30
12720.0,571565,9
12720.0,573424,2
12720.0,576657,25
12720.0,578547,16
12720.0,578550,6
12720.0,581000,19
12720.0,C539409,1
12720.0,C552722,1
12720.0,C568386,2
12720.0,C571928,1
12721.0,539551,15
12721.0,543484,27
12721.0,549274,24
12721.0,556259,36
12721.0,567618,24
12721.0,575049,35
12721.0,C537893,3
12722.0,559782,19
12722.0,563202,2
12722.0,563502,29
12722.0,566918,3
12722.0,C560898,2
12722.0,C561621,2
12723.0,569699,35
12723.0,569701,1
12723.0,578277,25
12723.0,578287,3
12723.0,580756,5
12724.0,540835,11
12724.0,557295,7
12724.0,567300,27
12724.0,580534,8
12725.0,537022,24
12726.0,539407,6
12726.0,542433,19
12726.0,547087,15
12726.0,552464,10
12726.0,555941,17
12726.0,566736,21
12726.0,575880,36
12727.0,541857,12
12727.0,544115,48
12727.0,545515,28
12727.0,545517,2
12727.0,555569,19
12727.0,565587,7
12727.0,579345,23
12727.0,C544117,1
12727.0,C546559,1
12728.0,540824,13
12728.0,545180,12
12728.0,547863,8
12728.0,568953,13
12729.0,563662,26
12731.0,538196,16
12731.0,542629,46
12731.0,548409,33
12731.0,548410,4
12731.0,548606,3
12731.0,552851,23
12731.0,557247,22
12731.0,560398,32
12731.0,566816,31
12731.0,569097,26
12731.0,571864,16
12731.0,576672,22
12731.0,C550365,2
12731.0,C570291,1
12732.0,556526,12
12733.0,550644,22
12734.0,539829,4
12735.0,540351,22
12735.0,542535,21
12736.0,540688,4
12738.0,536840,11
12739.0,565218,37
12739.0,567824,1
12740.0,570030,27
12743.0,561658,82
12743.0,561661,49
12744.0,542102,56
12744.0,548813,4
12744.0,548820,1
12744.0,548968,52
12744.0,560360,75
12744.0,571239,32
12744.0,571751,2
12744.0,C548830,4
12744.0,C548834,1
12744.0,C571750,2
12747.0,537215,7
12747.0,538537,8
12747.0,541677,5
12747.0,545321,12
12747.0,551992,9
12747.0,554549,14
12747.0,558265,8
12747.0,563949,7
12747.0,569397,15
12747.0,577104,11
12747.0,581163,7
12748.0,536521,1
12748.0,536641,1
12748.0,537136,34
12748.0,537140,36
12748.0,537142,15
12748.0,537155,30
12748.0,537213,6
12748.0,537225,63
12748.0,537354,38
12748.0,537429,21
12748.0,537624,57
12748.0,537800,10
12748.0,537804,13
12748.0,537871,25
12748.0,538000,2
12748.0,538049,5
12748.0,538050,1
12748.0,538205,60
12748.0,538207,54
12748.0,538209,41
12748.0,538280,11
12748.0,538283,4
12748.0,538288,1
12748.0,538667,1
12748.0,538669,1
12748.0,538836,22
12748.0,539085,3
12748.0,539181,30
12748.0,539216,2
12748.0,539334,10
12748.0,539455,28
12748.0,539754,16
12748.0,539921,5
12748.0,539953,4
12748.0,539987,1
12748.0,540251,1
12748.0,540257,13
12748.0,541248,6
12748.0,541432,4
12748.0,544315,14
12748.0,544686,4
12748.0,544819,12
12748.0,545062,64
12748.0,545159,4
12748.0,545979,26
12748.0,546366,19
12748.0,546380,4
12748.0,546381,9
12748.0,546412,5
12748.0,546991,22
12748.0,547227,4
12748.0,547669,28
12748.0,547809,35
12748.0,547816,9
12748.0,547818,11
12748.0,547819,13
12748.0,548656,6
12748.0,548657,2
12748.0,549523,3
12748.0,550320,83
12748.0,551419,1
12748.0,551424,1
12748.0,551530,1
12748.0,552036,22
12748.0,552189,1
12748.0,552242,9
12748.0,552243,17
12748.0,552244,14
12748.0,552245,13
12748.0,552246,8
12748.0,552247,11
12748.0,552248,3
12748.0,552249,11
12748.0,552250,2
12748.0,552251,7
12748.0,552304,28
12748.0,552307,15
12748.0,552693,2
12748.0,552829,33
12748.0,552861,4
12748.0,552959,12
12748.0,553015,16
12748.0,553016,1
12748.0,554924,2
12748.0,554947,3
12748.0,555091,28
12748.0,555620,1
12748.0,555854,26
12748.0,555875,3
12748.0,556067,28
12748.0,556068,1
12748.0,556456,1
12748.0,556910,91
12748.0,556922,5
12748.0,557250,17
12748.0,557524,5
12748.0,557635,22
12748.0,557783,3
12748.0,557800,1
12748.0,557953,6
12748.0,558330,32
12748.0,558527,1
12748.0,558702,31
12748.0,558705,23
12748.0,558707,41
12748.0,558708,5
12748.0,558770,26
12748.0,559508,13
12748.0,559688,1
12748.0,560089,13
12748.0,560412,27
12748.0,560863,31
12748.0,561629,1
12748.0,561802,6
12748.0,561895,1
12748.0,562199,27
12748.0,562426,2
12748.0,562552,1
12748.0,562590,2
12748.0,562591,2
12748.0,563576,8
12748.0,564336,25
12748.0,564534,20
12748.0,564540,9
12748.0,564555,10
12748.0,564556,15
12748.0,564815,14
12748.0,565251,5
12748.0,565399,4
12748.0,565782,15
12748.0,565860,2
12748.0,566190,36
12748.0,566281,137
12748.0,566861,2
12748.0,567157,9
12748.0,568374,2
12748.0,568384,1
12748.0,568703,140
12748.0,569100,21
12748.0,569123,33
12748.0,569635,29
12748.0,569837,5
12748.0,569865,7
12748.0,569906,1
12748.0,570119,1
12748.0,570214,32
12748.0,570445,6
12748.0,571779,35
12748.0,572293,1
12748.0,572308,21
12748.0,572310,5
12748.0,572663,14
12748.0,572833,8
12748.0,572834,10
12748.0,572881,7
12748.0,572889,27
12748.0,573890,8
12748.0,574025,31
12748.0,574470,25
12748.0,574531,6
12748.0,574738,29
12748.0,574840,46
12748.0,574866,48
12748.0,575117,119
12748.0,575652,8
12748.0,575694,44
12748.0,575837,48
12748.0,575894,3
12748.0,576389,1
12748.0,576623,7
12748.0,576857,83
12748.0,576864,59
12748.0,576865,28
12748.0,576889,34
12748.0,577057,139
12748.0,577177,1
12748.0,578021,9
12748.0,578147,45
12748.0,578153,48
12748.0,578155,46
12748.0,578211,57
12748.0,578264,33
12748.0,578266,41
12748.0,578267,1
12748.0,578268,1
12748.0,578278,45
12748.0,578285,28
12748.0,578288,7
12748.0,578308,14
12748.0,578400,46
12748.0,578461,11
12748.0,578630,3
12748.0,578757,115
12748.0,578783,37
12748.0,578814,79
12748.0,579188,39
12748.0,579430,41
12748.0,579453,9
12748.0,579517,7
12748.0,579518,15
12748.0,579520,45
12748.0,580048,49
12748.0,580149,1
12748.0,580460,9
12748.0,580468,35
12748.0,580611,101
12748.0,581449,18
12748.0,581473,32
12748.0,581474,24
12748.0,581580,24
12748.0,C537143,1
12748.0,C539195,1
12748.0,C546997,22
12748.0,C552190,1
12748.0,C562185,1
12748.0,C562188,1
12748.0,C562594,2
12748.0,C566280,3
12748.0,C566925,1
12748.0,C568410,1
12748.0,C573268,1
12748.0,C576831,7
12748.0,C579519,1
12748.0,C579521,3
12749.0,552694,43
12749.0,561926,84
12749.0,561928,1
12749.0,577009,32
12749.0,580750,39
12749.0,C554330,11
12749.0,C562952,20
12749.0,C563596,1
12750.0,562130,15
12752.0,567306,53
12753.0,538397,48
12753.0,543518,48
12753.0,545448,1
12753.0,548993,32
12753.0,561388,37
12753.0,576923,31
12753.0,C540392,4
12753.0,C545446,5
12753.0,C551015,8
12753.0,C564138,8
12753.0,C580832,8
12754.0,543179,37
12754.0,545845,12
12754.0,550344,14
12754.0,C545739,1
12754.0,C545891,1
12755.0,537899,1
12755.0,545645,3
12755.0,C545892,1
12755.0,C548731,1
12756.0,566623,4
12757.0,553017,76
12757.0,553018,1
12757.0,554155,1
12757.0,554301,1
12757.0,554305,1
12757.0,555862,14
12757.0,560694,28
12757.0,569866,175
12757.0,569870,41
12757.0,571901,2
12757.0,575743,7
12757.0,576257,1
12757.0,578463,16
12757.0,C553019,1
12757.0,C554154,1
12757.0,C554302,1
12757.0,C554303,1
12757.0,C554308,1
12757.0,C562144,1
12758.0,545937,56
12758.0,563241,41
12759.0,546027,27
12759.0,557525,39
12759.0,571697,29
12762.0,576269,21
12762.0,580153,48
12763.0,537218,16
12763.0,561063,2
12764.0,542276,45
12766.0,537818,53
12766.0,540546,35
12766.0,544495,43
12766.0,549953,56
12766.0,559907,40
12766.0,570964,61
12766.0,580734,22
12769.0,550201,32
12770.0,553045,12
12772.0,570499,55
12775.0,542894,12
12775.0,547365,12
12775.0,554038,13
12775.0,555407,15
12775.0,578082,14
12775.0,C543109,1
12778.0,542720,9
12778.0,546433,8
12778.0,547825,9
12778.0,556235,5
12778.0,570191,11
12778.0,577474,8
12778.0,C577481,1
12779.0,536971,8
12779.0,541267,25
12779.0,543214,9
12779.0,546642,9
12779.0,548909,25
12779.0,554651,27
12779.0,555422,1
12779.0,573999,45
12779.0,C547187,3
12779.0,C555244,3
12779.0,C555421,1
12779.0,C577395,3
12781.0,545072,15
12781.0,570026,10
12781.0,C548667,2
12781.0,C577151,2
12781.0,C577353,1
12782.0,539353,22
12782.0,542147,30
12782.0,548470,16
12782.0,559862,21
12782.0,580545,14
12782.0,C540142,4
12783.0,568208,18
12783.0,571188,34
12783.0,571324,1
12783.0,571326,1
12783.0,574844,13
12783.0,581182,17
12783.0,C571325,1
12783.0,C571327,1
12784.0,578488,56
12784.0,579790,1
12785.0,538311,14
12785.0,C581128,1
12787.0,555003,8
12787.0,566173,8
12787.0,579528,4
12789.0,569665,4
12790.0,555106,21
12791.0,536403,2
12792.0,547897,25
12793.0,536990,7
12793.0,540519,17
12794.0,565295,20
12794.0,571477,25
12795.0,577618,14
12797.0,537915,13
12797.0,C538882,3
12797.0,C538889,1
12798.0,557670,6
12798.0,572869,1
12798.0,579498,1
12802.0,555589,25
12802.0,C556117,1
12808.0,537246,7
12808.0,556024,9
12808.0,574099,12
12809.0,556829,25
12809.0,C558061,1
12811.0,545191,14
12811.0,547444,16
12811.0,547566,1
12812.0,572763,15
12814.0,564819,2
12815.0,554654,31
12815.0,560119,16
12816.0,557027,15
12816.0,565583,14
12817.0,545570,4
12818.0,547493,14
12818.0,C556793,2
12820.0,541283,11
12820.0,568236,14
12820.0,572873,22
12820.0,580973,12
12821.0,552479,6
12822.0,566580,37
12822.0,569024,9
12822.0,C566748,1
12823.0,544155,1
12823.0,544807,1
12823.0,548245,1
12823.0,562434,1
12823.0,568214,1
12824.0,570646,25
12826.0,538107,9
12826.0,541574,16
12826.0,542347,24
12826.0,556681,7
12826.0,568805,13
12826.0,575682,15
12826.0,581022,7
12826.0,C558029,3
12827.0,572907,15
12827.0,574833,5
12827.0,580438,5
12828.0,562025,12
12828.0,563743,9
12828.0,565212,4
12828.0,569577,13
12828.0,580163,13
12828.0,581005,5
12829.0,538870,5
12829.0,540420,6
12829.0,C541787,1
12830.0,557571,13
12830.0,559096,3
12830.0,561671,10
12830.0,561672,1
12830.0,566207,9
12830.0,574012,2
12830.0,C560869,1
12831.0,547366,9
12832.0,565327,18
12832.0,574881,9
12833.0,560264,24
12834.0,545346,18
12836.0,542806,39
12836.0,551855,62
12836.0,561204,24
12836.0,570677,49
12837.0,557317,12
12838.0,536415,59
12838.0,574670,61
12839.0,537648,22
12839.0,539459,15
12839.0,544937,20
12839.0,554658,23
12839.0,556229,20
12839.0,559028,19
12839.0,561806,18
12839.0,563619,20
12839.0,566035,25
12839.0,568882,20
12839.0,573078,23
12839.0,576381,31
12839.0,579131,27
12839.0,581122,31
12839.0,C545825,1
12839.0,C580957,1
12840.0,551269,50
12840.0,552453,24
12840.0,556304,16
12840.0,560448,23
12840.0,C551861,2
12840.0,C552022,1
12841.0,536859,24
12841.0,537128,23
12841.0,540348,28
12841.0,541571,22
12841.0,542631,11
12841.0,543647,17
12841.0,544109,10
12841.0,544941,11
12841.0,545874,8
12841.0,547862,21
12841.0,550138,26
12841.0,551528,8
12841.0,556477,15
12841.0,558763,23
12841.0,560261,21
12841.0,562162,14
12841.0,564439,11
12841.0,566251,21
12841.0,569641,15
12841.0,571849,10
12841.0,573001,18
12841.0,577089,13
12841.0,578791,15
12841.0,580600,28
12841.0,580601,1
12841.0,C569636,19
12842.0,543197,14
12842.0,569147,20
12843.0,547077,4
12843.0,551623,11
12843.0,552554,33
12843.0,555691,23
12843.0,556906,18
12843.0,558070,1
12843.0,558756,12
12843.0,569634,1
12843.0,C556896,5
12844.0,561967,28
12844.0,575628,24
12845.0,544662,21
12845.0,546462,1
12845.0,546724,4
12845.0,546853,1
12847.0,577034,84
12849.0,546742,34
12849.0,575085,14
12851.0,565426,47
12852.0,544338,17
12852.0,C544665,3
12853.0,542431,20
12853.0,550124,16
12853.0,550126,6
12853.0,561595,29
12853.0,561597,6
12853.0,561599,1
12853.0,C542740,3
12853.0,C552334,1
12853.0,C564299,2
12854.0,542105,34
12854.0,549844,42
12854.0,567805,33
12854.0,C542078,2
12854.0,C549822,3
12855.0,536608,3
12856.0,570116,79
12856.0,571212,75
12856.0,573544,36
12856.0,575766,30
12856.0,577690,42
12856.0,580162,49
12856.0,C572864,1
12856.0,C575749,2
12857.0,543597,34
12857.0,553053,12
12863.0,571685,5
12863.0,C554523,1
12864.0,561049,3
12865.0,562602,58
12865.0,576019,37
12865.0,C538971,1
12866.0,545314,26
12867.0,538890,54
12867.0,543978,61
12867.0,547223,77
12867.0,552469,71
12867.0,558237,78
12867.0,565434,89
12867.0,576062,104
12867.0,C538874,4
12867.0,C565428,5
12867.0,C575980,4
12868.0,536523,12
12868.0,540981,22
12868.0,542389,12
12868.0,546683,18
12868.0,551994,29
12868.0,555743,14
12870.0,C537824,2
12871.0,553350,4
12871.0,567144,7
12872.0,538086,38
12872.0,541268,28
12873.0,545431,4
12875.0,538420,1
12875.0,560582,1
12876.0,554938,34
12876.0,571030,51
12877.0,539213,14
12877.0,541181,3
12877.0,544923,1
12877.0,547879,5
12877.0,548634,5
12877.0,551895,2
12877.0,554135,5
12877.0,556914,25
12877.0,562567,13
12877.0,567826,13
12877.0,576560,60
12877.0,580760,8
12878.0,547002,19
12878.0,550327,28
12878.0,C577750,2
12879.0,566170,4
12879.0,567324,3
12879.0,572852,3
12879.0,C567885,2
12881.0,546088,7
12882.0,574631,5
12882.0,579837,8
12883.0,566288,19
12883.0,576382,2
12883.0,576383,13
12883.0,576384,8
12884.0,566398,7
12885.0,562607,39
12885.0,570129,31
12885.0,570130,1
12885.0,C562992,1
12886.0,551775,47
12886.0,569248,35
12886.0,C552709,4
12888.0,548177,4
12888.0,552492,1
12888.0,C548647,1
12888.0,C551646,1
12890.0,576626,79
12891.0,544446,1
12891.0,551595,1
12891.0,555834,1
12893.0,575303,31
12895.0,566616,16
12895.0,573281,6
12895.0,C567956,2
12897.0,543693,2
12897.0,553839,2
12901.0,546443,7
12901.0,547583,12
12901.0,547706,3
12901.0,549022,1
12901.0,550608,1
12901.0,550797,4
12901.0,551162,6
12901.0,552837,5
12901.0,552840,2
12901.0,554272,6
12901.0,554277,1
12901.0,556047,4
12901.0,556684,1
12901.0,557212,1
12901.0,557760,7
12901.0,558418,10
12901.0,560581,6
12901.0,561713,8
12901.0,564132,5
12901.0,567309,1
12901.0,571259,1
12901.0,571261,1
12901.0,573008,12
12901.0,573982,1
12901.0,576827,1
12901.0,579450,1
12901.0,579454,7
12901.0,579936,1
12901.0,C552568,1
12901.0,C552569,1
12901.0,C554793,1
12901.0,C557941,2
12901.0,C558722,1
12901.0,C562601,1
12901.0,C565023,1
12901.0,C571262,1
12902.0,547051,10
12904.0,557469,32
12904.0,577751,39
12906.0,567882,28
12906.0,567883,19
12906.0,579014,8
12906.0,579015,1
12906.0,579016,7
12908.0,542694,1
12908.0,557092,1
12908.0,C542693,1
12908.0,C570708,1
12909.0,548486,16
12909.0,548490,27
12909.0,554084,22
12909.0,566563,20
12909.0,573531,6
12909.0,C554847,2
12909.0,C555262,1
12909.0,C567946,2
12910.0,549742,23
12910.0,554705,5
12910.0,554706,2
12910.0,561636,6
12910.0,567823,21
12910.0,569836,10
12910.0,576824,6
12910.0,576826,2
12912.0,573334,7
12912.0,576636,2
12912.0,578820,4
12912.0,580053,9
12912.0,581007,2
12913.0,537433,4
12913.0,543748,7
12913.0,545348,4
12913.0,578362,22
12913.0,580630,13
12915.0,536707,13
12915.0,559982,9
12916.0,541838,37
12916.0,547839,20
12916.0,554066,20
12916.0,561024,26
12916.0,C547838,2
12917.0,562270,2
12919.0,557797,10
12919.0,559823,2
12919.0,563251,4
12919.0,574963,18
12919.0,578128,8
12919.0,580070,8
12919.0,C558129,1
12919.0,C566965,1
12920.0,578057,27
12921.0,536561,15
12921.0,537683,20
12921.0,540149,24
12921.0,543759,12
12921.0,545022,30
12921.0,545023,41
12921.0,545154,27
12921.0,547066,30
12921.0,547067,10
12921.0,552185,25
12921.0,552186,21
12921.0,552715,17
12921.0,552716,1
12921.0,556021,22
12921.0,556022,4
12921.0,558879,18
12921.0,558880,2
12921.0,559144,18
12921.0,559146,18
12921.0,561794,27
12921.0,561817,10
12921.0,561906,32
12921.0,565317,14
12921.0,565318,23
12921.0,566721,25
12921.0,566774,13
12921.0,567145,27
12921.0,572451,31
12921.0,572452,19
12921.0,572453,9
12921.0,575198,3
12921.0,575199,31
12921.0,575200,1
12921.0,577741,22
12921.0,578485,33
12921.0,579843,27
12921.0,579846,18
12921.0,C543918,1
12921.0,C545843,2
12921.0,C546511,1
12921.0,C547802,1
12921.0,C547848,1
12921.0,C548352,1
12921.0,C548355,5
12921.0,C553020,1
12921.0,C554691,1
12921.0,C560558,1
12921.0,C562139,3
12921.0,C573099,1
12921.0,C580751,2
12922.0,558738,28
12923.0,569901,28
12924.0,541242,2
12924.0,546035,7
12924.0,554655,6
12924.0,566421,15
12924.0,C546783,1
12925.0,568230,23
12925.0,580599,22
12928.0,539043,17
12928.0,549749,21
12928.0,560107,16
12928.0,572563,19
12928.0,574533,11
12929.0,542865,8
12929.0,C562798,1
12930.0,557616,14
12930.0,567886,11
12930.0,C560390,1
12930.0,C560391,1
12931.0,539332,1
12931.0,539460,1
12931.0,543994,4
12931.0,546560,1
12931.0,550122,4
12931.0,553928,2
12931.0,553929,1
12931.0,562439,22
12931.0,562440,1
12931.0,563074,22
12931.0,564814,1
12931.0,569334,8
12931.0,575335,9
12931.0,577021,3
12931.0,577289,2
12931.0,C543624,1
12931.0,C564940,9
12931.0,C565044,7
12931.0,C575341,2
12931.0,C575921,1
12933.0,545276,8
12933.0,557639,41
12933.0,576614,57
12933.0,C545277,1
12935.0,541972,27
12935.0,554009,26
12935.0,559903,20
12935.0,564034,19
12935.0,575937,18
12935.0,581195,1
12935.0,581196,18
12935.0,C554692,1
12936.0,567859,33
12936.0,577166,1
12936.0,578096,2
12936.0,578098,26
12936.0,C578077,1
12937.0,546857,16
12937.0,554822,12
12937.0,568919,32
12937.0,578551,60
12938.0,576182,9
12939.0,540507,6
12939.0,543829,15
12939.0,546411,5
12939.0,561048,5
12939.0,567633,2
12939.0,567634,4
12939.0,569857,5
12939.0,569858,5
12940.0,566488,19
12940.0,571270,77
12940.0,C569038,3
12940.0,C572492,1
12942.0,537885,16
12942.0,554718,8
12942.0,561893,46
12943.0,C543761,1
12944.0,539497,14
12944.0,574387,16
12945.0,544907,23
12947.0,536582,17
12947.0,540404,16
12947.0,550522,34
12947.0,556125,15
12947.0,556454,1
12947.0,560454,14
12947.0,C539069,2
12947.0,C542140,1
12947.0,C551684,1
12947.0,C555258,1
12947.0,C557666,1
12948.0,547030,25
12948.0,547573,8
12948.0,552330,20
12948.0,564661,32
12948.0,570682,16
12948.0,572914,5
12948.0,578322,10
12948.0,C564900,2
12949.0,548648,75
12949.0,553505,38
12949.0,553506,2
12949.0,561933,38
12949.0,561952,3
12949.0,561955,2
12949.0,563578,21
12949.0,575221,36
12949.0,C549230,1
12949.0,C549315,3
12950.0,576571,7
12950.0,580111,12
12950.0,581138,4
12951.0,541002,14
12951.0,541876,6
12951.0,548911,9
12951.0,553909,9
12951.0,557258,7
12951.0,580030,18
12951.0,C543917,1
12951.0,C558466,1
12952.0,567905,41
12952.0,573134,4
12952.0,573135,16
12952.0,580389,18
12952.0,C575664,1
12953.0,579533,17
12955.0,546781,23
12955.0,551872,10
12955.0,553926,1
12955.0,557973,15
12955.0,560483,15
12955.0,566023,18
12955.0,571708,12
12955.0,574029,37
12955.0,578118,29
12955.0,580057,8
12955.0,581438,12
12955.0,C558255,1
12955.0,C558312,1
12955.0,C564424,1
12956.0,543282,19
12957.0,540019,29
12957.0,547962,24
12957.0,553832,27
12957.0,555647,28
12957.0,568868,48
12957.0,568869,4
12957.0,576259,18
12957.0,579536,60
12957.0,C540382,2
12957.0,C548721,2
